id,lat,lon,traffic_signals,stop
122563734,33.869342,-117.8409081,FALSE,FALSE
122563736,33.8693347,-117.8403631,FALSE,FALSE
122563746,33.8708076,-117.8409554,FALSE,FALSE
122563751,33.8708078,-117.8414905,FALSE,FALSE
122563755,33.870821,-117.8423791,FALSE,FALSE
122563757,33.8703257,-117.8423372,FALSE,FALSE
122564574,33.8610064,-117.8784261,TRUE,FALSE
122566171,33.9236001,-118.0161485,FALSE,FALSE
122567553,33.8932726,-118.0035667,FALSE,FALSE
122567556,33.8934546,-118.0034299,FALSE,FALSE
122567560,33.8937949,-118.0031436,FALSE,FALSE
122569609,33.9256125,-118.0132978,FALSE,FALSE
122569612,33.9241039,-118.0127247,FALSE,FALSE
122569613,33.9234274,-118.0133094,FALSE,FALSE
122569616,33.9228504,-118.0138025,FALSE,FALSE
122569619,33.9221305,-118.0143708,FALSE,FALSE
122569621,33.9212456,-118.0146142,FALSE,FALSE
122569624,33.9208572,-118.0152249,FALSE,FALSE
122569627,33.9204936,-118.0159714,FALSE,FALSE
122572768,33.9001507,-118.0072015,FALSE,FALSE
122572770,33.8994453,-118.0072009,FALSE,FALSE
122572774,33.8986583,-118.0071791,TRUE,FALSE
122573369,33.8695108,-117.8667062,FALSE,FALSE
122573383,33.8689641,-117.8659559,FALSE,FALSE
122574176,33.9191146,-118.0285748,FALSE,FALSE
122574177,33.9203303,-118.0274073,FALSE,FALSE
122574180,33.9208093,-118.0265511,FALSE,FALSE
122574185,33.9215196,-118.0252969,FALSE,FALSE
122574860,33.834568,-117.9979171,FALSE,FALSE
122575264,33.8173877,-117.9967401,FALSE,FALSE
122576559,33.8286377,-117.9939852,FALSE,FALSE
122576747,33.8569454,-117.8792885,FALSE,FALSE
122578088,33.8074057,-117.9379165,FALSE,FALSE
122578135,33.8086655,-117.9379112,FALSE,FALSE
122578438,33.8927868,-117.9985279,FALSE,FALSE
122578442,33.8922176,-117.9990062,FALSE,FALSE
122578444,33.8916709,-117.9994517,FALSE,FALSE
122578446,33.891125,-117.9999042,FALSE,FALSE
122578452,33.8889263,-117.9983672,FALSE,FALSE
122580051,33.917746,-118.0038044,FALSE,FALSE
122580452,33.8319515,-117.9962499,FALSE,FALSE
122582955,33.9347944,-117.8870216,FALSE,FALSE
122583406,33.8369655,-117.8358594,TRUE,FALSE
122584073,33.8920593,-117.8713424,FALSE,FALSE
122584969,33.9305458,-118.011864,FALSE,FALSE
122584972,33.9305244,-118.0100685,FALSE,FALSE
122584976,33.9305103,-118.0081387,FALSE,FALSE
122585002,33.9305213,-118.0016721,FALSE,FALSE
122585008,33.9304832,-118.0008595,FALSE,FALSE
122585011,33.9311463,-117.9973017,FALSE,FALSE
122585023,33.933476,-117.9912819,FALSE,FALSE
122585025,33.9331489,-117.9899218,FALSE,FALSE
122585029,33.9331926,-117.9891361,FALSE,FALSE
122585032,33.9332716,-117.9881309,FALSE,FALSE
122585033,33.9334629,-117.9873525,FALSE,FALSE
122587060,33.8105825,-117.9314659,FALSE,FALSE
122589577,33.8389293,-117.8430996,FALSE,FALSE
122589799,33.8926654,-117.9522514,FALSE,FALSE
122589814,33.8914591,-117.9540482,FALSE,FALSE
122590844,33.9249914,-118.0264289,FALSE,FALSE
122590862,33.919348,-118.0266954,FALSE,FALSE
122590868,33.9181698,-118.0267043,FALSE,FALSE
122590872,33.9174031,-118.0266794,FALSE,FALSE
122590875,33.9170592,-118.0266742,FALSE,FALSE
122590935,33.9305548,-118.0218817,FALSE,FALSE
122590938,33.9298767,-118.022549,FALSE,FALSE
122590940,33.9292133,-118.0232003,FALSE,FALSE
122590948,33.9316099,-118.0208491,FALSE,FALSE
122593211,33.915928,-118.0179192,FALSE,FALSE
122593213,33.9159024,-118.0143385,FALSE,FALSE
122593222,33.9158982,-118.0273831,FALSE,FALSE
122595053,33.8436516,-117.8608248,FALSE,FALSE
122595058,33.8436887,-117.8605055,FALSE,FALSE
122597641,33.9290101,-117.9406327,FALSE,FALSE
122598221,33.9013259,-118.0177385,FALSE,FALSE
122598223,33.901013,-118.017097,FALSE,FALSE
122598225,33.9006656,-118.0164074,FALSE,FALSE
122598228,33.900515,-118.0154051,FALSE,FALSE
122598238,33.9035369,-118.0248854,FALSE,FALSE
122598240,33.9030652,-118.0222821,FALSE,FALSE
122598243,33.9027893,-118.0214027,FALSE,FALSE
122598245,33.9024516,-118.0206188,FALSE,FALSE
122598247,33.9019808,-118.0196141,FALSE,FALSE
122598249,33.9015097,-118.0186459,FALSE,FALSE
122602019,33.8590987,-117.981292,TRUE,FALSE
122602453,33.9009635,-118.009857,FALSE,FALSE
122602456,33.9005066,-118.0088703,FALSE,FALSE
122602465,33.9006059,-118.0059573,FALSE,FALSE
122602468,33.9010351,-118.005272,FALSE,FALSE
122602472,33.9016263,-118.0045666,FALSE,FALSE
122602476,33.9026756,-118.0042784,FALSE,FALSE
122603414,33.9348634,-117.9964241,FALSE,FALSE
122603416,33.9335871,-117.9937661,FALSE,FALSE
122603418,33.9332775,-117.9931211,TRUE,FALSE
122603426,33.9296539,-117.9854594,TRUE,FALSE
122603430,33.9275844,-117.9829509,FALSE,FALSE
122603436,33.9259475,-117.981333,TRUE,FALSE
122603438,33.9248439,-117.9789199,FALSE,FALSE
122603442,33.9246851,-117.9770621,TRUE,FALSE
122603901,33.8542584,-117.8446578,TRUE,FALSE
122604493,33.8327787,-117.9516792,FALSE,FALSE
122605987,33.9249351,-117.8687501,FALSE,FALSE
122606531,33.8768493,-117.8599349,FALSE,FALSE
122606714,33.8602917,-117.944903,FALSE,FALSE
122606798,33.9240748,-118.019847,FALSE,FALSE
122607430,33.8504368,-117.8936011,FALSE,FALSE
122607842,33.8506908,-117.8217569,FALSE,FALSE
122608516,33.9111055,-117.8513395,FALSE,FALSE
122612628,33.9203218,-118.010252,FALSE,FALSE
122612629,33.920087,-118.0094381,FALSE,FALSE
122612631,33.9198553,-118.0085989,FALSE,FALSE
122612636,33.9206525,-118.0138758,FALSE,FALSE
122612638,33.9205144,-118.0130004,FALSE,FALSE
122612662,33.8998288,-117.8326629,FALSE,FALSE
122613156,33.8561616,-117.8823494,FALSE,FALSE
122613509,33.8728365,-117.8337352,FALSE,FALSE
122614427,33.8180951,-117.8979876,TRUE,FALSE
122614898,33.895517,-117.9958495,FALSE,FALSE
122614901,33.8932062,-117.9958255,FALSE,FALSE
122614906,33.8917668,-117.9941294,FALSE,TRUE
122614910,33.8913088,-117.9954077,FALSE,FALSE
122614913,33.8907308,-117.9957548,FALSE,FALSE
122614917,33.890145,-117.9961738,FALSE,FALSE
122614922,33.8889369,-117.9966153,FALSE,FALSE
122615308,33.8685413,-117.8396652,FALSE,FALSE
122615312,33.86901,-117.8403593,FALSE,FALSE
122615314,33.8689743,-117.841455,FALSE,FALSE
122615316,33.8685276,-117.8414121,FALSE,FALSE
122615519,33.8432846,-117.823168,FALSE,FALSE
122616643,33.8472583,-117.8716466,FALSE,TRUE
122616724,33.9209085,-117.8774398,FALSE,FALSE
122616920,33.9265049,-117.9999501,FALSE,TRUE
122616928,33.9239909,-118.0120269,FALSE,FALSE
122616931,33.9238945,-118.0097033,FALSE,FALSE
122616933,33.9241325,-118.0089318,FALSE,FALSE
122616934,33.9243502,-118.0081982,FALSE,FALSE
122616939,33.9246123,-118.0073014,FALSE,FALSE
122616942,33.9254789,-118.0043153,FALSE,FALSE
122616952,33.92417,-118.0159287,FALSE,FALSE
122617040,33.8341239,-117.8339113,TRUE,FALSE
122618984,33.8780663,-117.8842733,TRUE,FALSE
122620320,33.8631862,-117.9937917,FALSE,FALSE
122620353,33.9303136,-117.9168685,FALSE,FALSE
122620357,33.9298686,-117.9169134,FALSE,FALSE
122620604,33.9043847,-117.8872675,FALSE,FALSE
122620681,33.9048379,-118.0224898,FALSE,FALSE
122620684,33.9057662,-118.0220125,FALSE,FALSE
122620738,33.8421845,-117.8768597,FALSE,FALSE
122620774,33.8361804,-118.0236121,FALSE,FALSE
122620846,33.8846051,-117.8668388,FALSE,FALSE
122620848,33.8842042,-117.8647577,FALSE,FALSE
122620860,33.8884081,-117.8247452,FALSE,FALSE
122620892,33.9285054,-117.8898315,FALSE,FALSE
122620897,33.930469,-117.8906314,FALSE,FALSE
122620902,33.9249626,-117.8897209,TRUE,FALSE
122620904,33.9255373,-117.8897371,FALSE,FALSE
122620909,33.9274324,-117.8895733,FALSE,FALSE
122620913,33.9278886,-117.8893929,TRUE,FALSE
122620916,33.9283365,-117.8891987,FALSE,FALSE
122620988,33.9092266,-117.8767719,FALSE,FALSE
122621071,33.8795596,-117.9907412,FALSE,FALSE
122621119,33.8090435,-117.9777846,FALSE,FALSE
122621131,33.8111473,-117.9778088,FALSE,FALSE
122621458,33.8910661,-117.9697475,FALSE,FALSE
122621467,33.8895478,-117.9700572,FALSE,FALSE
122621624,33.8504193,-117.9489325,FALSE,FALSE
122621627,33.8497555,-117.9496908,FALSE,FALSE
122621630,33.8490838,-117.9504436,FALSE,FALSE
122621632,33.8489439,-117.9507259,FALSE,FALSE
122621634,33.8485482,-117.9510598,FALSE,FALSE
122621636,33.8470258,-117.9517706,TRUE,FALSE
122621643,33.8142698,-118.0168994,FALSE,FALSE
122621646,33.8145182,-118.0168995,FALSE,FALSE
122621705,33.909262,-117.8918804,FALSE,FALSE
122621708,33.9085169,-117.8922837,FALSE,FALSE
122621714,33.9073672,-117.893821,FALSE,FALSE
122621717,33.9073606,-117.8949653,FALSE,FALSE
122621731,33.9099148,-117.8910994,FALSE,FALSE
122621733,33.9091453,-117.8915474,FALSE,FALSE
122621748,33.8626244,-117.9627743,FALSE,FALSE
122621750,33.8618645,-117.9627824,FALSE,FALSE
122621752,33.8614442,-117.9627765,FALSE,FALSE
122622103,33.8145392,-118.0142701,FALSE,FALSE
122622106,33.8121457,-118.0142291,FALSE,FALSE
122622113,33.8108509,-118.0141567,FALSE,FALSE
122622115,33.8099678,-118.0141462,FALSE,FALSE
122622146,33.846812,-117.9792505,TRUE,FALSE
122622149,33.8480986,-117.9778943,FALSE,FALSE
122622152,33.8493155,-117.9761558,TRUE,FALSE
122622157,33.8493727,-117.9738536,FALSE,FALSE
122622492,33.8278555,-117.8491769,FALSE,FALSE
122622494,33.8278531,-117.8485199,FALSE,FALSE
122622495,33.8278476,-117.8470398,FALSE,FALSE
122622497,33.8278444,-117.8461676,FALSE,FALSE
122622499,33.8278413,-117.8453273,FALSE,FALSE
122622501,33.8278381,-117.8444663,FALSE,FALSE
122622502,33.8278295,-117.843606,FALSE,TRUE
122622503,33.8280428,-117.842995,FALSE,FALSE
122622506,33.8280589,-117.8417738,FALSE,FALSE
122622512,33.8280796,-117.8401995,FALSE,FALSE
122622667,33.9282641,-117.8927184,FALSE,FALSE
122622674,33.9284274,-117.8932506,FALSE,FALSE
122622777,33.8752376,-117.9455392,FALSE,FALSE
122622781,33.8770399,-117.9455573,FALSE,FALSE
122622890,33.8157514,-117.8505887,FALSE,FALSE
122622894,33.8166617,-117.8506002,FALSE,FALSE
122622898,33.9005069,-117.8593675,FALSE,FALSE
122622902,33.9005199,-117.8584487,FALSE,FALSE
122622907,33.9005306,-117.857559,FALSE,FALSE
122622909,33.9005344,-117.8566887,FALSE,FALSE
122622970,33.9263103,-117.9810269,FALSE,FALSE
122622972,33.9255022,-117.9816634,FALSE,FALSE
122622975,33.9246407,-117.9816772,FALSE,FALSE
122622979,33.9200457,-117.9816793,FALSE,FALSE
122622981,33.9193202,-117.9816807,FALSE,FALSE
122623027,33.8114688,-118.0008523,FALSE,FALSE
122623054,33.8816366,-118.0068731,FALSE,FALSE
122623097,33.8857544,-118.0158853,FALSE,FALSE
122623179,33.8514397,-117.9382346,FALSE,FALSE
122623181,33.8527643,-117.9382637,FALSE,FALSE
122623285,33.8718238,-117.8325391,FALSE,FALSE
122623290,33.871607,-117.8331291,FALSE,FALSE
122623293,33.8713254,-117.83397,FALSE,FALSE
122623295,33.8704607,-117.8364476,FALSE,FALSE
122623297,33.8700045,-117.8371014,FALSE,FALSE
122623379,33.8472861,-117.8767993,FALSE,FALSE
122623454,33.8652643,-118.0112458,FALSE,FALSE
122623457,33.8631977,-118.0112217,FALSE,FALSE
122623461,33.8618402,-118.0111985,FALSE,FALSE
122623469,33.8538397,-118.0111208,FALSE,FALSE
122623472,33.8531995,-118.0111111,FALSE,FALSE
122623475,33.8524253,-118.0111126,TRUE,FALSE
122623478,33.8519815,-118.0111084,FALSE,FALSE
122623496,33.8484335,-118.0110779,FALSE,FALSE
122623503,33.8465644,-118.0110417,TRUE,FALSE
122623522,33.8439463,-118.0111463,FALSE,FALSE
122623524,33.8429804,-118.0108649,FALSE,FALSE
122623526,33.8425667,-118.0108791,FALSE,FALSE
122623530,33.8418782,-118.0108654,FALSE,FALSE
122623547,33.8367418,-118.0108003,FALSE,FALSE
122623550,33.8366336,-118.0110816,FALSE,FALSE
122623558,33.8352213,-118.0109226,FALSE,FALSE
122623561,33.8350533,-118.0109316,FALSE,FALSE
122623574,33.8296328,-118.0109193,FALSE,FALSE
122623577,33.8277543,-118.0109056,TRUE,FALSE
122623579,33.8268748,-118.0109054,FALSE,FALSE
122623581,33.8259785,-118.0108865,FALSE,FALSE
122623588,33.8232894,-118.0108542,FALSE,FALSE
122623600,33.8205017,-118.0108028,FALSE,FALSE
122623604,33.8198927,-118.0108162,TRUE,FALSE
122623613,33.8161771,-118.0107879,FALSE,FALSE
122623617,33.813178,-118.0107398,FALSE,FALSE
122623622,33.8122797,-118.0107266,FALSE,FALSE
122623634,33.8099991,-118.0107056,TRUE,FALSE
122623636,33.8067974,-118.0106699,FALSE,FALSE
122623694,33.8766108,-118.011403,FALSE,FALSE
122623707,33.9337402,-117.9282569,FALSE,FALSE
122623709,33.9344484,-117.9282437,FALSE,FALSE
122623719,33.9307871,-117.9283161,FALSE,FALSE
122623721,33.9314133,-117.9283165,FALSE,FALSE
122623723,33.931869,-117.928321,FALSE,FALSE
122623744,33.8446105,-117.9355815,FALSE,FALSE
122623747,33.8471339,-117.9356222,FALSE,FALSE
122624253,33.8414825,-117.8716437,FALSE,FALSE
122624258,33.8394126,-117.8716652,FALSE,FALSE
122624260,33.8387533,-117.87167,FALSE,FALSE
122624262,33.8371062,-117.8716876,TRUE,FALSE
122624270,33.8348795,-117.871694,FALSE,FALSE
122624273,33.8338365,-117.871702,FALSE,FALSE
122624274,33.8333891,-117.8717054,FALSE,FALSE
122624278,33.8319997,-117.871716,FALSE,FALSE
122624281,33.8312136,-117.871722,FALSE,FALSE
122624284,33.8307973,-117.8717252,FALSE,FALSE
122624287,33.8304189,-117.871728,FALSE,FALSE
122624293,33.8293848,-117.8717359,FALSE,FALSE
122624298,33.8283466,-117.8717438,FALSE,FALSE
122624305,33.8259701,-117.8717485,FALSE,FALSE
122624368,33.8814294,-117.8975009,FALSE,FALSE
122624380,33.8774671,-117.8974502,FALSE,FALSE
122624382,33.8797928,-117.8974742,FALSE,FALSE
122624542,33.8351282,-117.891982,FALSE,FALSE
122624607,33.8956564,-117.8893841,FALSE,FALSE
122624638,33.8903971,-117.9073171,FALSE,FALSE
122624832,33.9308866,-117.9513487,FALSE,FALSE
122624941,33.8630818,-117.9068766,FALSE,FALSE
122624946,33.8631327,-117.8981558,FALSE,FALSE
122624952,33.863218,-117.889456,FALSE,FALSE
122624955,33.8632465,-117.8821141,FALSE,FALSE
122624994,33.8448008,-117.8589874,FALSE,FALSE
122625023,33.8249561,-117.8953921,FALSE,FALSE
122625075,33.8443098,-117.9047005,FALSE,FALSE
122625077,33.8444755,-117.9038583,FALSE,FALSE
122625136,33.8077564,-117.9414369,FALSE,FALSE
122625139,33.8077582,-117.940623,FALSE,TRUE
122625209,33.9012533,-117.8566867,FALSE,FALSE
122625212,33.9013818,-117.8556971,FALSE,FALSE
122625214,33.9013871,-117.8550258,FALSE,FALSE
122625234,33.88979,-117.8562794,FALSE,FALSE
122625278,33.9075121,-117.9582862,TRUE,FALSE
122625295,33.9079776,-117.9567033,FALSE,FALSE
122625337,33.9015841,-117.9919179,FALSE,FALSE
122625339,33.8988871,-117.992083,FALSE,FALSE
122625542,33.8297329,-117.8916395,FALSE,FALSE
122625623,33.891114,-117.835223,FALSE,FALSE
122625637,33.9336992,-117.936552,FALSE,FALSE
122625646,33.9319056,-117.936274,FALSE,FALSE
122625650,33.9327937,-117.9362766,FALSE,FALSE
122625651,33.9337002,-117.9362787,FALSE,FALSE
122625805,33.870247,-117.831357,FALSE,FALSE
122625825,33.8590195,-117.9953709,TRUE,FALSE
122625905,33.8993895,-118.0137773,FALSE,FALSE
122625908,33.89987,-118.0125761,FALSE,FALSE
122625911,33.9001489,-118.011946,FALSE,FALSE
122625914,33.9002367,-118.0114306,FALSE,FALSE
122625918,33.900413,-118.010597,FALSE,FALSE
122625921,33.9015759,-118.0091036,FALSE,FALSE
122625923,33.9019307,-118.0080636,FALSE,FALSE
122625925,33.9019449,-118.0058709,FALSE,FALSE
122625936,33.8993804,-118.0150345,FALSE,FALSE
122626143,33.8803402,-117.8396622,FALSE,FALSE
122626240,33.912865,-117.9928671,FALSE,FALSE
122626421,33.8168442,-117.9445845,FALSE,FALSE
122626465,33.9310508,-117.9741088,FALSE,FALSE
122626468,33.9289885,-117.9740898,FALSE,FALSE
122626578,33.9306427,-117.9888539,FALSE,FALSE
122626580,33.9286092,-117.9889738,FALSE,FALSE
122626582,33.9278565,-117.9889647,FALSE,FALSE
122626588,33.8262981,-117.8892029,FALSE,FALSE
122626591,33.8262881,-117.888393,FALSE,FALSE
122626596,33.9353528,-117.9892279,FALSE,FALSE
122626601,33.9346258,-117.9892434,FALSE,FALSE
122626602,33.9338879,-117.989257,FALSE,FALSE
122626628,33.893434,-117.8732559,FALSE,FALSE
122626630,33.894191,-117.8732627,FALSE,FALSE
122626848,33.9020895,-117.8331286,FALSE,FALSE
122626850,33.9020895,-117.8309455,FALSE,FALSE
122626852,33.9020798,-117.828789,FALSE,FALSE
122626875,33.8359781,-117.8322703,FALSE,FALSE
122626989,33.9318748,-117.9183068,FALSE,FALSE
122626990,33.9323389,-117.9183048,FALSE,FALSE
122626992,33.9333256,-117.9183048,FALSE,FALSE
122626995,33.9341024,-117.9183048,FALSE,FALSE
122626997,33.9350903,-117.9183141,FALSE,FALSE
122627066,33.8928126,-117.8679556,FALSE,FALSE
122627071,33.8952297,-117.8679823,FALSE,FALSE
122627073,33.8959207,-117.8679938,FALSE,FALSE
122627077,33.8969484,-117.8680108,FALSE,FALSE
122627079,33.8976405,-117.8680221,FALSE,FALSE
122627081,33.89835,-117.8680344,FALSE,FALSE
122627090,33.8626513,-117.9242859,FALSE,FALSE
122627092,33.8626363,-117.9265013,FALSE,FALSE
122627096,33.8625903,-117.9286773,FALSE,FALSE
122627097,33.862493,-117.9330551,FALSE,FALSE
122627099,33.8624688,-117.9370295,FALSE,FALSE
122627102,33.8624564,-117.9378712,FALSE,FALSE
122627105,33.8625566,-117.9391441,FALSE,FALSE
122627157,33.8479291,-117.9384238,FALSE,FALSE
122627173,33.848669,-117.9363197,FALSE,FALSE
122627175,33.8482443,-117.9377265,FALSE,FALSE
122627210,33.8830973,-117.8445573,FALSE,FALSE
122627218,33.8833797,-117.8458067,FALSE,FALSE
122627260,33.8108959,-118.0008462,FALSE,FALSE
122627279,33.831577,-117.9519449,FALSE,FALSE
122627281,33.8296125,-117.9518829,FALSE,FALSE
122627286,33.8280896,-117.9519708,FALSE,FALSE
122627289,33.8278182,-117.951981,FALSE,FALSE
122627291,33.8273469,-117.9519673,FALSE,FALSE
122627293,33.8265885,-117.9519638,FALSE,FALSE
122627295,33.8258125,-117.951957,FALSE,FALSE
122627296,33.8250998,-117.9519744,FALSE,FALSE
122627298,33.8243584,-117.9522692,FALSE,FALSE
122627300,33.8236272,-117.9524712,FALSE,FALSE
122627305,33.8226967,-117.9524663,FALSE,FALSE
122627309,33.8218799,-117.9524688,FALSE,FALSE
122627315,33.8203596,-117.9524468,FALSE,FALSE
122627324,33.820372,-117.9518992,FALSE,FALSE
122627327,33.8183075,-117.951886,FALSE,FALSE
122627330,33.8178447,-117.9518858,FALSE,FALSE
122627346,33.9268255,-117.9306281,FALSE,FALSE
122627349,33.9265288,-117.9298728,FALSE,FALSE
122627351,33.9262295,-117.9290939,FALSE,FALSE
122627414,33.9280217,-117.9330469,FALSE,FALSE
122627417,33.9279416,-117.932434,FALSE,FALSE
122627421,33.9274471,-117.9315014,FALSE,FALSE
122627428,33.8757432,-117.9049081,FALSE,FALSE
122627430,33.8765542,-117.904924,FALSE,FALSE
122627475,33.8980911,-117.8510801,FALSE,FALSE
122627477,33.8981141,-117.8501624,FALSE,FALSE
122627478,33.8981843,-117.8492784,FALSE,FALSE
122627486,33.8983006,-117.8484181,FALSE,FALSE
122627619,33.9270554,-117.9666754,FALSE,FALSE
122627630,33.9228993,-117.9705814,FALSE,FALSE
122627632,33.9228939,-117.9717844,FALSE,FALSE
122627741,33.8926086,-117.8492113,FALSE,FALSE
122627743,33.8926161,-117.8483299,FALSE,FALSE
122627745,33.8926232,-117.8474843,FALSE,FALSE
122627747,33.8926304,-117.8466399,FALSE,FALSE
122627794,33.814347,-117.8304435,FALSE,FALSE
122627797,33.8143936,-117.8275899,FALSE,FALSE
122627887,33.9241287,-117.9739645,FALSE,FALSE
122627923,33.8936203,-118.0055888,FALSE,FALSE
122627926,33.8931629,-118.005976,FALSE,FALSE
122628013,33.8551523,-117.9067525,FALSE,FALSE
122628016,33.855859,-117.9067566,FALSE,FALSE
122628018,33.8571862,-117.9067761,FALSE,FALSE
122628019,33.859565,-117.9068271,TRUE,FALSE
122628021,33.8617154,-117.9068612,FALSE,FALSE
122628024,33.8627153,-117.906877,FALSE,FALSE
122628032,33.8640804,-117.9069253,FALSE,FALSE
122628042,33.8732501,-117.9070307,FALSE,FALSE
122628045,33.874103,-117.9070468,TRUE,FALSE
122628047,33.8749158,-117.9070629,FALSE,FALSE
122628051,33.8757409,-117.907071,FALSE,FALSE
122628052,33.8765448,-117.907075,FALSE,FALSE
122628053,33.8773509,-117.9070817,FALSE,FALSE
122628054,33.8776977,-117.9070817,FALSE,FALSE
122628055,33.8785089,-117.9070955,FALSE,FALSE
122628056,33.9325101,-118.0135848,FALSE,FALSE
122628057,33.8793203,-117.9071052,FALSE,FALSE
122628059,33.880434,-117.9071099,FALSE,FALSE
122628060,33.8813621,-117.9071367,FALSE,FALSE
122628065,33.8829717,-117.9071419,FALSE,FALSE
122628067,33.8855348,-117.9071779,FALSE,FALSE
122628069,33.8869254,-117.9074307,FALSE,FALSE
122628070,33.8882285,-117.9085572,FALSE,FALSE
122628073,33.8884154,-117.9086472,FALSE,FALSE
122628084,33.8704898,-117.9069773,TRUE,FALSE
122628087,33.8724929,-117.9070145,TRUE,FALSE
122628274,33.8911758,-117.9218764,FALSE,FALSE
122628277,33.8908895,-117.9211594,FALSE,FALSE
122628290,33.8414701,-117.8739506,FALSE,FALSE
122628291,33.8407896,-117.8739486,FALSE,FALSE
122628292,33.8400942,-117.8742632,FALSE,FALSE
122628569,33.8702906,-117.9330628,TRUE,FALSE
122628571,33.8713426,-117.9330758,FALSE,FALSE
122628578,33.8732746,-117.9330782,FALSE,FALSE
122628581,33.873828,-117.9331013,FALSE,FALSE
122628585,33.8744558,-117.933202,FALSE,FALSE
122628586,33.8752365,-117.933226,FALSE,FALSE
122628587,33.8763713,-117.9332114,FALSE,FALSE
122628591,33.877302,-117.9332206,FALSE,FALSE
122628594,33.8775683,-117.9332383,FALSE,FALSE
122628595,33.8793553,-117.9332396,FALSE,FALSE
122628598,33.8802697,-117.9332177,FALSE,FALSE
122628600,33.8811384,-117.9332441,FALSE,FALSE
122628602,33.8819742,-117.9332482,FALSE,FALSE
122628608,33.8854908,-117.932248,FALSE,FALSE
122628610,33.8861186,-117.93167,FALSE,FALSE
122628612,33.8868957,-117.9303185,FALSE,FALSE
122628614,33.8875585,-117.9293117,FALSE,FALSE
122628703,33.9083188,-117.8527591,FALSE,FALSE
122628705,33.9060449,-117.8544475,FALSE,FALSE
122628732,33.8796972,-117.8607056,FALSE,FALSE
122628754,33.8748469,-117.8494468,FALSE,FALSE
122628800,33.9264133,-117.8889048,FALSE,FALSE
122628806,33.9255953,-117.8874347,FALSE,FALSE
122628982,33.8710809,-117.9499984,FALSE,FALSE
122629077,33.9009085,-117.9328139,FALSE,FALSE
122629079,33.9020465,-117.9340017,FALSE,FALSE
122629084,33.9018984,-117.9354592,FALSE,FALSE
122629086,33.9011504,-117.9365604,FALSE,FALSE
122629165,33.9151331,-117.9192266,FALSE,FALSE
122629168,33.9159358,-117.9195224,FALSE,FALSE
122629176,33.9063844,-117.9202837,FALSE,FALSE
122629179,33.9072289,-117.9197786,FALSE,FALSE
122629180,33.9081824,-117.9195785,FALSE,FALSE
122629182,33.9090581,-117.9195183,FALSE,FALSE
122629183,33.9099058,-117.9194583,FALSE,FALSE
122629185,33.9106896,-117.919438,FALSE,FALSE
122629187,33.9114774,-117.919424,FALSE,FALSE
122629189,33.9122872,-117.9193816,FALSE,FALSE
122629285,33.9063224,-118.0252403,FALSE,FALSE
122629287,33.9056848,-118.0248657,FALSE,FALSE
122629289,33.9051544,-118.0247051,FALSE,FALSE
122629292,33.9043516,-118.0248397,FALSE,FALSE
122629295,33.9025571,-118.0248933,FALSE,FALSE
122629302,33.9096003,-118.0247396,FALSE,FALSE
122629303,33.9091151,-118.0251656,FALSE,FALSE
122629494,33.8318262,-117.8215635,FALSE,FALSE
122629609,33.8261349,-117.8303471,FALSE,FALSE
122629617,33.8131315,-117.8291102,FALSE,FALSE
122629683,33.8221947,-117.8954064,FALSE,FALSE
122629809,33.8457769,-117.8813565,FALSE,FALSE
